,是否印標,印標人員,Tracking ID,尾碼,SKU ID,5,6,7,8,9,10,11,12,13,14,15,16,DATE,18,19,20,21
2,V,103001,TTWK000466531,71,4097366571_111414525574,50,4097366571,TTWK000466531,GINTWK0002203220617,Counted,4097366571_111414525574,韓國Enaak 小雞麵 30包/盒 (原味/香辣/綜合) 小雞點心麵 超人氣唰嘴小零嘴 現貨 蝦皮直送:香辣 420g(14gx30入),50,正常,50,NO,sp3457@shopee.com,2022-03-23 8:30:56,679000,TW_恩旺貿易有限公司(Consignment),詳情質檢,
3,V,103001,TTWK000533233,00,16200165300_142378500138,12,16200165300,TTWK000533233,GINTWK0002203220688,Counted,16200165300_142378500138,日本 盛田 丸金蕎麥麵味露 (500ml) 現貨 蝦皮直送:500ml,12,正常,12,NO,sp2907@shopee.com,2022-03-23 8:30:49,3759-01-13 0:00:00,TW_恩旺貿易有限公司(Consignment),詳情質檢,詳情質檢
4,V,103001,TTWK000498963,10,10025860610_101415310775,36,10025860610,TTWK000498963,GINTWK0002203080153,Scanning,10025860610_101415310775,日本 三立製菓 可可風味薄燒餅-可可/白可可/ 抹茶風味 二入組 現貨 蝦皮直送:可可 (92.4g) x 2,36,正常,36,NO,sp99037@shopee.com,2022-03-23 8:30:47,3759-01-13 0:00:00,TW_恩旺貿易有限公司(Consignment),詳情入庫驗收,詳情入庫驗收
5,V,103001,TTWK000533262,39,10825947539_94170574619,24,10825947539,TTWK000533262,GINTWK0002203220739,Counted,10825947539_94170574619,UCC上島咖啡 114咖啡/117咖啡(90g) 現貨 蝦皮直送:117咖啡(90g),24,正常,24,NO,sp99081@shopee.com,2022-03-23 8:30:38,3759-01-13 0:00:00,TW_恩旺貿易有限公司(Consignment),詳情質檢,詳情質檢
6,V,103001,TTWK000533258,02,11168228502_152161506902,60,11168228502,TTWK000533258,GINTWK0002203220684,Counted,11168228502_152161506902,日本原裝進口 Nissin日清 杯麵 海鮮/醬油/咖哩 蝦皮直送 現貨:醬油(78g),60,正常,60,NO,sp99073@shopee.com,2022-03-23 8:30:11,3759-01-13 0:00:00,TW_恩旺貿易有限公司(Consignment),詳情質檢,詳情質檢
7,V,103001,TTWK000528336,16,14037510516_151774469518,2,14037510516,TTWK000528336,GINTWK0002203220615,Counted,14037510516_151774469518,PHILIPS 飛利浦 2022升級版-奈米級空氣清淨機-360度高效過濾(AC3033/85):灰/白,2,正常,2,NO,sp2311@shopee.com,2022-03-23 8:29:46,4520-02-05 0:00:00,TW_展碁國際股份有限公司(SBS),詳情質檢,詳情質檢
8,V,103001,TTWK000528308,16,14037510516_151774469518,6,14037510516,TTWK000528308,GINTWK0002203220615,Counted,14037510516_151774469518,PHILIPS 飛利浦 2022升級版-奈米級空氣清淨機-360度高效過濾(AC3033/85):灰/白,6,正常,6,NO,sp2311@shopee.com,2022-03-23 8:29:38,4520-02-05 0:00:00,TW_展碁國際股份有限公司(SBS),詳情質檢,詳情質檢
9,V,103001,TTWK000528309,16,14037510516_151774469518,6,14037510516,TTWK000528309,GINTWK0002203220615,Counted,14037510516_151774469518,PHILIPS 飛利浦 2022升級版-奈米級空氣清淨機-360度高效過濾(AC3033/85):灰/白,6,正常,6,NO,sp2311@shopee.com,2022-03-23 8:29:29,4520-02-05 0:00:00,TW_展碁國際股份有限公司(SBS),詳情質檢,詳情質檢
10,V,103001,TTWK000528310,16,14037510516_151774469518,6,14037510516,TTWK000528310,GINTWK0002203220615,Counted,14037510516_151774469518,PHILIPS 飛利浦 2022升級版-奈米級空氣清淨機-360度高效過濾(AC3033/85):灰/白,6,正常,6,NO,sp2311@shopee.com,2022-03-23 8:29:21,4520-02-05 0:00:00,TW_展碁國際股份有限公司(SBS),詳情質檢,詳情質檢
11,V,103001,TTWK000533232,73,16921018973_134611072938,12,16921018973,TTWK000533232,GINTWK0002203220701,Counted,16921018973_134611072938,日本 東鳩Tohato SALTY餅乾[抹茶] (80g) 現貨 蝦皮直送:80g,12,正常,12,NO,sp2907@shopee.com,2022-03-23 8:29:03,3759-01-13 0:00:00,TW_恩旺貿易有限公司(Consignment),詳情質檢,詳情質檢
