,是否印標,印標人員,Tracking ID,尾碼,SKU ID,5,6,7,8,9,10,11,12,13,14,15,16,DATE,18,19,20,21
2,V,42525,TTWK000510796,65,11425887465_84169416634,12,11425887465,TTWK000510796,GINTWK0002203190043,Counted,11425887465_84169416634,Farcent香水 香水室內擴香補充品 蝦皮直送:晨曦雞蛋花300ml,12,正常,12,NO,sp1409@shopee.com,2022-03-19 10:10:45,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,
3,V,42525,TTWK000510782,49,10325969649_56923774796,60,10325969649,TTWK000510782,GINTWK0002203190001,Counted,10325969649_56923774796,卡滋 蕃薯脆片 原味/梅子/雙色 地瓜片90g 蝦皮直送 (部分即期):梅子地瓜片-袋裝,60,正常,60,NO,sp0386@shopee.com,2022-03-19 10:09:51,677011,TW_卡滋卡滋多口味爆米花有限公司(Consignment),詳情質檢,詳情質檢
4,V,42525,TTWK000466392,49,10325969649_56923774796,60,10325969649,TTWK000466392,GINTWK0002203190001,Counted,10325969649_56923774796,卡滋 蕃薯脆片 原味/梅子/雙色 地瓜片90g 蝦皮直送 (部分即期):梅子地瓜片-袋裝,60,正常,60,NO,sp0386@shopee.com,2022-03-19 10:09:37,677011,TW_卡滋卡滋多口味爆米花有限公司(Consignment),詳情質檢,詳情質檢
5,V,42525,TTWK000510793,59,13327540859_121231959276,10,13327540859,TTWK000510793,GINTWK0002203190018,Counted,13327540859_121231959276,花仙子 花兒香 大容量吊掛式除濕袋 箱購 清新小蒼蘭 30入/箱 蝦皮直送 現貨:清新小蒼蘭,10,正常,10,NO,sp99068@shopee.com,2022-03-19 10:09:34,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
6,V,42525,TTWK000510794,39,12281276839_142985585796,5,12281276839,TTWK000510794,GINTWK0002203190014,Counted,12281276839_142985585796,茶樹莊園 超濃縮洗碗精補充包箱購12入-茶樹檸檬/茶樹海鹽-兩款可選 現貨 蝦皮直送:茶樹海鹽X12入,5,正常,5,NO,sp99068@shopee.com,2022-03-19 10:07:40,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
7,V,42525,TTWK000510795,29,11025938529_56923461673,12,11025938529,TTWK000510795,GINTWK0002203190041,Counted,11025938529_56923461673,去味大師 自動噴霧機組(噴霧x1+噴霧罐x1) 現貨 蝦皮直送:一組,12,正常,12,NO,sp1409@shopee.com,2022-03-19 10:05:09,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
9,V,42525,TTWK000466388,68,10125980868_84171162376,40,10125980868,TTWK000466388,GINTWK0002203190004,Counted,10125980868_84171162376,卡滋 桶裝爆米花 草莓戀乳/巧達起司甜/美式焦糖牛奶/美式特濃巧克力/珍珠奶茶(蘑菇球) 蝦皮直送:輕麻辣(蘑菇球),40,正常,40,NO,sp1344@shopee.com,2022-03-19 10:04:20,677011,TW_卡滋卡滋多口味爆米花有限公司(Consignment),詳情質檢,詳情質檢
10,V,42525,TTWK000466391,10,10025897610_36923069885,36,10025897610,TTWK000466391,GINTWK0002203190021,Counted,10025897610_36923069885,驅塵氏 靜電除塵紙 超值4入組 現貨 蝦皮直送:4入/組,36,正常,36,NO,sp2311@shopee.com,2022-03-19 10:04:07,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
11,V,42525,TTWK000510784,45,16821876245_97124336340,14,16821876245,TTWK000510784,GINTWK0002203190015,Counted,16821876245_97124336340,茶樹莊園 茶樹天然抑菌洗衣精補充包(6入/箱 箱購)/抗菌1500g/消臭濃縮酵素(1300g)/三款可選 蝦皮直送:濃縮酵素1300gX6,14,正常,14,NO,sp99068@shopee.com,2022-03-19 10:03:58,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
12,V,42525,TTWK000510780,65,11425887465_94169433902,12,11425887465,TTWK000510780,GINTWK0002203190024,Counted,11425887465_94169433902,Farcent香水 香水室內擴香補充品 蝦皮直送:小蒼蘭英國梨100ml,12,正常,12,NO,sp2311@shopee.com,2022-03-19 10:01:28,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
13,V,42525,TTWK000510779,71,10525946771_76923507051,12,10525946771,TTWK000510779,GINTWK0002203190023,Counted,10525946771_76923507051,茶樹莊園 茶樹超濃縮洗碗精1000g 現貨 蝦皮直送:茶樹檸檬,12,正常,12,NO,sp2311@shopee.com,2022-03-19 10:00:20,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
14,V,42525,TTWK000510785,45,16821876245_97124336338,15,16821876245,TTWK000510785,GINTWK0002203190007,Counted,16821876245_97124336338,茶樹莊園 茶樹天然抑菌洗衣精補充包(6入/箱 箱購)/抗菌1500g/消臭濃縮酵素(1300g)/三款可選 蝦皮直送:濃縮抗菌1500gX6,15,正常,15,NO,sp99068@shopee.com,2022-03-19 10:00:07,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
16,V,42525,TTWK000510781,94,11525893394_94169513039,12,11525893394,TTWK000510781,GINTWK0002203190022,Counted,11525893394_94169513039,去味大師x植感茶香氛 聶永真聯名 竹木香 擴香瓶 80ml 茉莉白茶 麝香綠茶 玫瑰烏龍 天然精油 蝦皮直送 現貨:玫瑰烏龍 80ml,12,正常,12,NO,sp2311@shopee.com,2022-03-19 9:58:19,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
