,是否印標,印標人員,Tracking ID,尾碼,SKU ID,5,6,7,8,9,10,11,12,13,14,15,16,DATE,18,19,20,21
2,V,42525,TTWK000525107,57,8389528157_84169649621,12,8389528157,TTWK000525107,GINTWK0002204110002,Counted,8389528157_84169649621,妙潔 免手洗超吸水膠棉拖 悠白 升級款 現貨 蝦皮直送:1桿+1膠棉,12,正常,12,NO,sp2907@shopee.com,2022-04-11 8:52:34,678006,TW_脫普聚益股份有限公司(Consignment),詳情質檢,
3,V,42525,TTWK000504606,17,10146908217_57249869614,30,10146908217,TTWK000504606,GINTWK0002204110017,Counted,10146908217_57249869614,偉嘉 成貓乾糧7kg大包裝(三種口味任選) 蝦皮直送 現貨:成貓乾糧 鮪魚總匯口味7kg,30,正常,30,NO,sp0923@shopee.com,2022-04-11 8:50:22,1010949,TW_愛上大數據股份有限公司(Consignment),詳情質檢,詳情質檢
4,V,42525,TTWK000504605,17,10146908217_57249869614,10,10146908217,TTWK000504605,GINTWK0002204110017,Counted,10146908217_57249869614,偉嘉 成貓乾糧7kg大包裝(三種口味任選) 蝦皮直送 現貨:成貓乾糧 鮪魚總匯口味7kg,10,正常,10,NO,sp0923@shopee.com,2022-04-11 8:50:01,1010949,TW_愛上大數據股份有限公司(Consignment),詳情質檢,詳情質檢
5,V,42525,TTWK000525106,85,8289528185_36923092178,10,8289528185,TTWK000525106,GINTWK0002204110003,Counted,8289528185_36923092178,妙潔 加長型掃把畚箕組 現貨 蝦皮直送:1掃把+1畚箕,10,正常,10,NO,sp2907@shopee.com,2022-04-11 8:49:57,678006,TW_脫普聚益股份有限公司(Consignment),詳情質檢,詳情質檢
7,V,42525,TTWK000525105,28,11125837328_111414546070,20,11125837328,TTWK000525105,GINTWK0002204110004,Counted,11125837328_111414546070,妙潔 無心捲取式清潔袋 垃圾袋 SXL/XL 現貨 蝦皮直送:XL,20,正常,20,NO,sp2907@shopee.com,2022-04-11 8:45:51,678006,TW_脫普聚益股份有限公司(Consignment),詳情質檢,詳情質檢
8,V,42525,TTWK000504603,17,10146908217_57249869615,30,10146908217,TTWK000504603,GINTWK0002204110016,Counted,10146908217_57249869615,偉嘉 成貓乾糧7kg大包裝(三種口味任選) 蝦皮直送 現貨:成貓乾糧 海洋魚類口味7kg,30,正常,30,NO,sp0923@shopee.com,2022-04-11 8:45:32,1010949,TW_愛上大數據股份有限公司(Consignment),詳情質檢,詳情質檢
9,V,42525,TTWK000525104,28,11125837328_111414546069,20,11125837328,TTWK000525104,GINTWK0002204110005,Counted,11125837328_111414546069,妙潔 無心捲取式清潔袋 垃圾袋 SXL/XL 現貨 蝦皮直送:SXL,20,正常,20,NO,sp2907@shopee.com,2022-04-11 8:43:17,678006,TW_脫普聚益股份有限公司(Consignment),詳情質檢,詳情質檢
10,V,42525,TTWK000493506,38,9889541338_94170563669,60,9889541338,TTWK000493506,GINTWK0002204110006,Counted,9889541338_94170563669,妙潔 鋁箔-2入組 14m X 30cm 現貨 蝦皮直送,60,正常,60,NO,sp2907@shopee.com,2022-04-11 8:40:11,678006,TW_脫普聚益股份有限公司(Consignment),詳情質檢,詳情質檢
11,V,42525,TTWK000525109,91,8289528191_66923013089,32,8289528191,TTWK000525109,GINTWK0002204110015,Counted,8289528191_66923013089,妙潔 超細纖維抹布 8入 超值包 超吸水 快乾 現貨 蝦皮直送:8片/包,32,正常,32,NO,sp2907@shopee.com,2022-04-11 9:03:17,678006,TW_脫普聚益股份有限公司(Consignment),詳情質檢,
12,V,42525,TTWK000525112,56,11946884156_130277413370,9,11946884156,TTWK000525112,GINTWK0002204110008,Counted,11946884156_130277413370,西莎精緻乾糧成犬 羊肉番茄/火雞蔬菜/牛肉香鮭 三種口味 1KG 現貨 蝦皮直送:澳洲牛肉與香嫩鮭魚(三文魚)口味1kg,9,正常,9,NO,sp1344@shopee.com,2022-04-11 9:02:33,1010949,TW_愛上大數據股份有限公司(Consignment),詳情質檢,詳情質檢
