,是否印標,印標人員,Tracking ID,尾碼,SKU ID,5,6,7,8,9,10,11,12,13,14,15,16,DATE,18,19,20,21
2,V,103001,TTWK000510470,44,10536522244_37079318356,36,10536522244,TTWK000510470,GINTWK0002203160489,Counted,10536522244_37079318356,飯友生技 寶寶粥150gx4入/盒 滿分鮭魚/貝貝吻魚/南瓜小雞/番茄小牛/蘋果小豬/彩椒菇菇 蝦皮直送 現貨:貝貝吻魚,36,正常,36,NO,sp0923@shopee.com,2022-03-17 8:21:01,1245873,TW_頂裕食品股份有限公司(Consignment),詳情質檢,
3,V,103001,TTWK000510457,11,10261865411_113255272582,24,10261865411,TTWK000510457,GINTWK0002203160546,Counted,10261865411_113255272582,Solone 專屬訂製指甲油(油畫/沙漠系列) 多色可選 蝦皮直送 現貨:P04赤裸,24,正常,24,NO,sp0386@shopee.com,2022-03-17 8:20:54,677116,TW_姿華企業有限公司(Consignment),詳情質檢,詳情質檢
4,V,103001,TTWK000527139,00,13017484000_95062516419,6,13017484000,TTWK000527139,GINTWK0002203160603,Counted,13017484000_95062516419,德國童話 花草茶 茶包 3gx12入 盒裝 公司貨 正貨 現貨 蝦皮直送 : 玫瑰花茶茶包12入,6,正常,6,NO,sp0851@shopee.com,2022-03-17 8:20:48,706561,TW_歐森有限公司(Consignment),詳情質檢,詳情質檢
5,V,103001,TTWK000510473,06,8589158406_101388136948,60,8589158406,TTWK000510473,GINTWK0002203160513,Counted,8589158406_101388136948,Solone 神隱修容餅 鼻影 修容 現貨 古銅色 小麥色 暖褐色 陰影 蝦皮直送:03暖褐色,60,正常,60,NO,sp2311@shopee.com,2022-03-17 8:20:15,677116,TW_姿華企業有限公司(Consignment),詳情質檢,詳情質檢
6,V,103001,TTWK000510469,67,17316126167_142822375829,30,17316126167,TTWK000510469,GINTWK0002203160635,Counted,17316126167_142822375829,澳洲 Eaoron 水光精華液 10ml 塗抹式 第五代 精華液 蝦皮直送:水光精華液 10ml,30,正常,30,NO,sp3341@shopee.com,2022-03-17 8:20:11,1389091,TW_三諾國際有限公司(Consignment),詳情質檢,詳情質檢
7,V,103001,TTWK000527163,99,6997248399_27200552459,5,6997248399,TTWK000527163,GINTWK0002203160504,Counted,6997248399_27200552459,XILETU 喜樂途 XS-20S 桌面迷你三腳架 手機相機通用 益祥公司貨 蝦皮直送:黑色,5,正常,5,NO,sp99029@shopee.com,2022-03-17 8:20:04,701633,TW_益祥企業社(Consignment),詳情質檢,詳情質檢
8,V,103001,TTWK000466267,67,9089151267_27200394313,20,9089151267,TTWK000466267,GINTWK0002203160547,Counted,9089151267_27200394313,Solone 訂製隨身蜜粉 蝦皮直送 現貨:5g,20,正常,20,NO,sp0386@shopee.com,2022-03-17 8:19:24,677116,TW_姿華企業有限公司(Consignment),詳情質檢,詳情質檢
9,V,103001,TTWK000510456,67,9089151267_27200394313,100,9089151267,TTWK000510456,GINTWK0002203160547,Counted,9089151267_27200394313,Solone 訂製隨身蜜粉 蝦皮直送 現貨:5g,100,正常,100,NO,sp0386@shopee.com,2022-03-17 8:18:57,677116,TW_姿華企業有限公司(Consignment),詳情質檢,詳情質檢
10,V,103001,TTWK000527138,00,13017484000_95062516417,3,13017484000,TTWK000527138,GINTWK0002203160607,Counted,13017484000_95062516417,德國童話 花草茶 茶包 3gx12入 盒裝 公司貨 正貨 現貨 蝦皮直送 :沁甜薄荷茶茶包12入,3,正常,3,NO,sp0851@shopee.com,2022-03-17 8:18:22,706561,TW_歐森有限公司(Consignment),詳情質檢,詳情質檢
11,V,103001,TTWK000466285,47,10825226747_76905197575,3,10825226747,TTWK000466285,GINTWK0002203160505,Counted,10825226747_76905197575,CimaPro 熙碼 CPT-3 三頭熱靴拓展支架 送手機夾 公司貨 現貨 蝦皮直送:CIMA-CPT-3,3,正常,3,NO,sp99029@shopee.com,2022-03-17 8:17:40,701633,TW_益祥企業社(Consignment),詳情質檢,詳情質檢
12,V,103001,TTWK000527156,93,3897289893_111388287957,17,3897289893,TTWK000527156,GINTWK0002203160436,Counted,3897289893_111388287957,伸縮手機支架直播懶人平板ipad通用手機 現貨 蝦皮直送:銀色,17,正常,17,NO,sp99061@shopee.com,2022-03-17 8:17:15,1220085,TW_安普有限公司(Consignment),詳情質檢,詳情質檢
13,V,103001,TTWK000466271,47,12517650547_112734064641,3,12517650547,TTWK000466271,GINTWK0002203160604,Counted,12517650547_112734064641,德國童話 果粒茶 茶包 5gx12入 盒裝 公司貨 正貨 現貨 蝦皮直送:香甜蘋果茶茶包12入,3,正常,3,NO,sp0851@shopee.com,2022-03-17 8:17:00,706561,TW_歐森有限公司(Consignment),詳情質檢,詳情質檢
14,V,103001,TTWK000466284,11,8389152611_94140915290,3,8389152611,TTWK000466284,GINTWK0002203160503,Counted,8389152611_94140915290,CimaPro 熙碼 B-23 迷你雲台 自由球體雲台 公司貨 現貨 蝦皮直送:CIMA-B-23,3,正常,3,NO,sp99029@shopee.com,2022-03-17 8:16:33,701633,TW_益祥企業社(Consignment),詳情質檢,詳情質檢
15,V,103001,TTWK000527144,13,10225976713_46923843643,3,10225976713,TTWK000527144,GINTWK0002203160601,Counted,10225976713_46923843643,德國童話 果粒茶茶包-三種風味 (7入/袋) 現貨 蝦皮直送:貴族水果茶,3,正常,3,NO,sp3341@shopee.com,2022-03-17 8:16:27,706561,TW_歐森有限公司(Consignment),詳情質檢,詳情質檢
16,V,103001,TTWK000466266,47,12517650547_130798780141,3,12517650547,TTWK000466266,GINTWK0002203160497,Counted,12517650547_130798780141,德國童話 果粒茶 茶包 5gx12入 盒裝 公司貨 正貨 現貨 蝦皮直送:蘋果石榴茶茶包12入,3,正常,3,NO,sp99073@shopee.com,2022-03-17 8:15:55,706561,TW_歐森有限公司(Consignment),詳情質檢,詳情質檢
