,是否印標,印標人員,Tracking ID,尾碼,SKU ID,5,6,7,8,9,10,11,12,13,14,15,16,DATE,18,19,20,21
2,V,103001,TTWK000469850,18,11152118218_85012227581,30,11152118218,TTWK000469850,GINTWK0002203020379,Counted,11152118218_85012227581,大溪廖心蘭 非基改系列豆干 110g/包 現貨 蝦皮直送:非基改滷味,30,正常,30,NO,sp3341@shopee.com,2022-03-03 8:09:48,956967,TW_合鋒整合行銷有限公司(Consignment),詳情質檢,
3,V,103001,TTWK000520414,75,10025953175_111418267459,5,10025953175,TTWK000520414,GINTWK0002203020408,Counted,10025953175_111418267459,十靈本舖 十靈金絲膏水性藥膠布 5片/包 乙類成藥 外用 止痛/活血/化瘀 手足肩背痛 易貼易撕 現貨 蝦皮直送,5,正常,5,NO,sp2771@shopee.com,2022-03-03 8:09:33,843007,TW_臺灣三帆製藥科技股份有限公司(Consignment),詳情質檢,詳情質檢
4,V,103001,TTWK000516564,51,12462374551_141040982042,20,12462374551,TTWK000516564,GINTWK0002203020429,Counted,12462374551_141040982042,電子智能計數跳繩 計數跳繩 智能靜音跳繩 無繩跳繩 一繩兩用 室內跳繩 可調跳繩 蝦皮直送 現貨:黑色(單顯示),20,正常,20,NO,sp99073@shopee.com,2022-03-03 8:08:46,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢
5,V,103001,TTWK000516562,63,10725910563_66923115567,20,10725910563,TTWK000516562,GINTWK0002203020407,Checking,10725910563_66923115567,十靈本舖 十靈油 一條根貼得輕鬆熱透貼布 5片/包 一條根/佛手香/辣椒精油/薄荷/薰衣草 舒緩放鬆 現貨 蝦皮直送,20,正常,20,NO,sp2771@shopee.com,2022-03-03 8:07:42,843007,TW_臺灣三帆製藥科技股份有限公司(Consignment),詳情質檢,詳情質檢
6,V,103001,TTWK000520417,17,16605118017_124254719205,24,16605118017,TTWK000520417,GINTWK0002203020433,Counted,16605118017_124254719205,Sagami相模元祖 002極薄保險套 36片/盒 一般型/加大型0.02超薄 日本超人氣 衛生套 現貨 蝦皮直送:36入加大型,24,正常,24,NO,sp2771@shopee.com,2022-03-03 8:22:03,749528,TW_尚翊企業社(Consignment),詳情質檢,
7,V,103001,TTWK000520409,06,10425841506_111414550613,5,10425841506,TTWK000520409,GINTWK0002203020370,Counted,10425841506_111414550613,提提研 TTM 黑面膜系列 8片/盒 現貨 黑面膜 亮白 保濕 金箔 臉部保養 蝦皮直送:激光注白,5,正常,5,NO,sp3341@shopee.com,2022-03-03 8:21:59,681991,TW_專品醫療器材有限公司(Consignment),詳情質檢,詳情質檢
8,V,103001,TTWK000516566,68,5397372068_101416746156,50,5397372068,TTWK000516566,GINTWK0002203020430,Counted,5397372068_101416746156,防摔運動水壺 美國進口tritan材質 現貨 蝦皮直送:500ml 黑色,50,正常,50,NO,sp99073@shopee.com,2022-03-03 8:20:55,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢
9,V,103001,TTWK000520408,61,3597414161_36923653219,5,3597414161,TTWK000520408,GINTWK0002203020368,Counted,3597414161_36923653219,曼秀雷敦 軟膏 75g/瓶 乙類成藥 現貨 公司貨 正貨 蝦皮直送:75g,5,正常,5,NO,sp3341@shopee.com,2022-03-03 8:20:01,681991,TW_專品醫療器材有限公司(Consignment),詳情質檢,詳情質檢
10,V,103001,TTWK000520407,06,10425841506_111414550610,12,10425841506,TTWK000520407,GINTWK0002203020411,Counted,10425841506_111414550610,提提研 TTM 黑面膜系列 8片/盒 現貨 黑面膜 亮白 保濕 金箔 臉部保養 蝦皮直送:調理禦痘,12,正常,12,NO,sp3341@shopee.com,2022-03-03 8:17:49,681991,TW_專品醫療器材有限公司(Consignment),詳情質檢,詳情質檢
11,V,103001,TTWK000516565,68,5397372068_101416746155,50,5397372068,TTWK000516565,GINTWK0002203020428,Counted,5397372068_101416746155,防摔運動水壺 美國進口tritan材質 現貨 蝦皮直送:700ml 白色,50,正常,50,NO,sp99073@shopee.com,2022-03-03 8:15:40,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢
12,V,103001,TTWK000520420,26,4597240426_84141329768,6,4597240426,TTWK000520420,GINTWK0002203020409,Counted,4597240426_84141329768,Philips飛利浦 全新AI 5系列乾濕兩用三刀頭電鬍刀/刮鬍刀 S5579:S5579,6,正常,6,NO,sp0851@shopee.com,2022-03-03 8:15:17,736405,TW_經音有限公司(SBS),詳情質檢,詳情質檢
13,V,103001,TTWK000520416,98,10625930798_46923361511,12,10625930798,TTWK000520416,GINTWK0002203020406,Counted,10625930798_46923361511,十靈本舖 十靈本草 爽聲潤喉黑珍珠 24粒/盒 營養滋潤美味可口 生津止渴降火氣 喉糖 機能保健 現貨 蝦皮直送,12,正常,12,NO,sp2771@shopee.com,2022-03-03 8:13:24,843007,TW_臺灣三帆製藥科技股份有限公司(Consignment),詳情質檢,詳情質檢
14,V,103001,TTWK000520406,48,11952102748_102653411107,10,11952102748,TTWK000520406,GINTWK0002203020380,Counted,11952102748_102653411107,台灣世家 三星蔥系列 冬筍餅 菜脯餅 330g/包 任選 現貨 蝦皮直送:菜脯餅,10,正常,10,NO,sp3341@shopee.com,2022-03-03 8:12:28,956967,TW_合鋒整合行銷有限公司(Consignment),詳情質檢,詳情質檢
15,V,103001,TTWK000520415,70,10325945770_111418081345,3,10325945770,TTWK000520415,GINTWK0002203020405,Counted,10325945770_111418081345,十靈本舖 十靈油 一條根舒緩貼片 小部位專用 10片/盒 日本彈性布 全方向伸縮自在 舒緩放鬆 現貨 蝦皮直送,3,正常,3,NO,sp2771@shopee.com,2022-03-03 8:11:04,843007,TW_臺灣三帆製藥科技股份有限公司(Consignment),詳情質檢,詳情質檢
16,V,103001,TTWK000516560,21,11325966121_27217580568,3,11325966121,TTWK000516560,GINTWK0002203020369,Counted,11325966121_27217580568,日方 液體絆創膏 10g/條 現貨 蝦皮直送:一盒,3,正常,3,NO,sp3341@shopee.com,2022-03-03 8:27:08,681991,TW_專品醫療器材有限公司(Consignment),詳情質檢,
