,是否印標,印標人員,Tracking ID,尾碼,SKU ID,5,6,7,8,9,10,11,12,13,14,15,16,DATE,18,19,20,21
2,V,103001,TTWK000518595,43,17025218843_124722546826,6,17025218843,TTWK000518595,GINTWK0002204150194,Counting,17025218843_124722546826,Panasonic國際牌 烤箱 NB-H3801 現貨 蝦皮直送:黑色,0,正常,0,NO,sp99007@shopee.com,2022-04-15 18:57:24,2469019,TW_台灣松下銷售股份有限公司(Outright),詳情計數,
3,V,103001,TTWK000518584,16,16842183816_116126784136,16,16842183816,TTWK000518584,GINTWK0002204150170,Counted,16842183816_116126784136,Panasonic 國際牌 除濕機 F-Y22EN 蝦皮直送:白色,16,正常,16,NO,sp2974@shopee.com,2022-04-15 18:47:42,2469019,TW_台灣松下銷售股份有限公司(Outright),詳情質檢,
4,V,103001,TTWK000518582,08,9289541308_66923487253,4,9289541308,TTWK000518582,GINTWK0002204150046,Counted,9289541308_66923487253,妙管家 酸性浴廁清潔劑720g(12入/箱) 現貨 蝦皮直送:12入/箱,4,正常,4,NO,sp3291@shopee.com,2022-04-15 18:45:55,678012,TW_台灣妙管家股份有限公司(Consignment),詳情質檢,
5,V,103001,TTWK000518585,16,16842183816_116126784136,16,16842183816,TTWK000518585,GINTWK0002204150170,Counted,16842183816_116126784136,Panasonic 國際牌 除濕機 F-Y22EN 蝦皮直送:白色,16,正常,16,NO,sp2974@shopee.com,2022-04-15 18:45:40,2469019,TW_台灣松下銷售股份有限公司(Outright),詳情質檢,
6,V,103001,TTWK000518583,20,10325981520_56923853937,4,10325981520,TTWK000518583,GINTWK0002204150045,Counted,10325981520_56923853937,妙管家 水垢殺手750g(12入/箱) 現貨 蝦皮直送:12入/箱,4,正常,4,NO,sp3291@shopee.com,2022-04-15 18:45:13,678012,TW_台灣妙管家股份有限公司(Consignment),詳情質檢,
7,V,103001,TTWK000518580,73,10259026873_95298939110,15,10259026873,TTWK000518580,GINTWK0002204150192,Counted,10259026873_95298939110,驅塵氏 乾濕鑽石拖超值組 (鑽石拖X1+靜電除塵紙X1+抗菌濕拖巾X5) 香型可選 蝦皮直送 現貨:抗菌濕拖巾-鼠尾草海鹽X5,15,正常,15,NO,sp99007@shopee.com,2022-04-15 18:44:44,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,
8,V,103001,TTWK000518575,38,8589538738_94171179255,4,8589538738,TTWK000518575,GINTWK0002204150047,Counted,8589538738_94171179255,妙管家 黴菌殺手去黴劑750g(12入/箱) 現貨 蝦皮直送:12入/箱,4,正常,4,NO,sp3291@shopee.com,2022-04-15 18:43:24,678012,TW_台灣妙管家股份有限公司(Consignment),詳情質檢,
9,V,103001,TTWK000518579,73,10259026873_95298939109,15,10259026873,TTWK000518579,GINTWK0002204150191,Counted,10259026873_95298939109,驅塵氏 乾濕鑽石拖超值組 (鑽石拖X1+靜電除塵紙X1+抗菌濕拖巾X5) 香型可選 蝦皮直送 現貨:抗菌濕拖巾-小蒼蘭英國梨X5,15,正常,15,NO,sp99007@shopee.com,2022-04-15 18:42:48,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,
10,V,103001,TTWK000518576,14,10125902014_76923013533,2,10125902014,TTWK000518576,GINTWK0002204150042,Counted,10125902014_76923013533,妙管家 超能植萃洗衣皂(適用寶寶及貼身衣物)220g (48入/箱) 現貨 蝦皮直送:48入,2,正常,2,NO,sp3291@shopee.com,2022-04-15 18:42:14,678012,TW_台灣妙管家股份有限公司(Consignment),詳情質檢,
11,V,103001,TTWK000518586,16,16842183816_116126784136,8,16842183816,TTWK000518586,GINTWK0002204150170,Counted,16842183816_116126784136,Panasonic 國際牌 除濕機 F-Y22EN 蝦皮直送:白色,8,正常,8,NO,sp2974@shopee.com,2022-04-15 18:42:13,2469019,TW_台灣松下銷售股份有限公司(Outright),詳情質檢,
12,V,103001,TTWK000518577,04,10725978004_84171196330,1,10725978004,TTWK000518577,GINTWK0002204150043,Counted,10725978004_84171196330,妙管家 檸檬浴室清潔劑噴槍650g(12入/箱) 現貨 蝦皮直送:12入/箱,1,正常,1,NO,sp3291@shopee.com,2022-04-15 18:41:31,678012,TW_台灣妙管家股份有限公司(Consignment),詳情質檢,
13,V,103001,TTWK000518578,49,10725977949_56923874973,4,10725977949,TTWK000518578,GINTWK0002204150044,Counted,10725977949_56923874973,妙管家 洗衣槽專用清潔劑150g 4袋(12入/箱) 現貨 蝦皮直送:12入/箱,4,正常,4,NO,sp3291@shopee.com,2022-04-15 18:39:41,678012,TW_台灣妙管家股份有限公司(Consignment),詳情質檢,
14,V,103001,TTWK000514551,43,17025218843_124722546826,2,17025218843,TTWK000514551,GINTWK0002204150194,Checking,17025218843_124722546826,Panasonic國際牌 烤箱 NB-H3801 現貨 蝦皮直送:黑色,2,正常,2,NO,sp99042@shopee.com,2022-04-15 19:06:14,2469019,TW_台灣松下銷售股份有限公司(Outright),詳情質檢,
15,V,103001,TTWK000518596,43,17025218843_124722546826,2,17025218843,TTWK000518596,GINTWK0002204150194,Counted,17025218843_124722546826,Panasonic國際牌 烤箱 NB-H3801 現貨 蝦皮直送:黑色,2,正常,2,NO,sp99007@shopee.com,2022-04-15 19:00:10,2469019,TW_台灣松下銷售股份有限公司(Outright),詳情質檢,詳情質檢
16,V,103001,TTWK000518622,40,10625889340_111416590538,24,10625889340,TTWK000518622,GINTWK0002204150282,Counted,10625889340_111416590538,三好米 外銷日本珍饌米(2.5Kg) 國家最高品質一等米 蝦皮直送 現貨:外銷日本珍饌米,24,正常,24,NO,sp2215@shopee.com,2022-04-16 8:12:34,846060,TW_億東企業股份有限公司(Consignment),詳情質檢,
17,V,103001,TTWK000512275,55,11225222855_27200334163,134,11225222855,TTWK000512275,GINTWK0002204150363,Scanning,11225222855_27200334163,威剛 ADATA Premier microSDXC A1 128G記憶卡(附轉卡) 現貨 蝦皮直送:128G,134,正常,134,NO,sp99029@shopee.com,2022-04-16 8:12:04,683079,TW_捷元股份有限公司(Consignment),詳情入庫驗收,詳情入庫驗收
18,V,103001,TTWK000518614,91,13730907391_57562456059,10,13730907391,TTWK000518614,GINTWK0002204150097,Counted,13730907391_57562456059,SAENGONG 生活工作所 拋棄式馬桶刷清潔組 可沖馬桶 蝦皮直送 現貨:刷柄*1+刷頭*12,10,正常,10,NO,sp2311@shopee.com,2022-04-16 8:11:38,706515,TW_歡哇國際有限公司(Consignment),詳情質檢,詳情質檢
19,V,103001,TTWK000518624,55,11225897555_76923030621,238,11225897555,TTWK000518624,GINTWK0002204150414,Counting,11225897555_76923030621,AO耶歐 雙氧隱型眼鏡保養液 2+1組 360ml/瓶x2+90ml/瓶x1 附專用濾菌瓶 隱形眼鏡適用 現貨蝦皮直送:360ml x2+90ml x1/組,0,正常,0,NO,sp2316@shopee.com,2022-04-16 8:11:37,709469,TW_沅廷企業有限公司(Consignment),詳情計數,詳情計數
20,V,103001,TTWK000518619,97,10625900297_84169570405,12,10625900297,TTWK000518619,GINTWK0002204150475,Counted,10625900297_84169570405,立得清 酒精擦濕紙巾 清潔抗菌 擦拭無水痕-食品級酒精 50抽x3包 蝦皮直送 現貨:50抽x3包,12,正常,12,NO,sp99007@shopee.com,2022-04-16 8:11:12,775090,TW_衛麗生實業股份有限公司(Consignment),詳情質檢,詳情質檢
21,V,103001,TTWK000444486,30,11825946130_111418094762,20,11825946130,TTWK000444486,GINTWK0002204150313,Counting,11825946130_111418094762,三好米 純淨東部好米(2kg) 真空包裝 現貨 現貨 蝦皮直送,0,正常,0,NO,sp3341@shopee.com,2022-04-16 8:08:23,846060,TW_億東企業股份有限公司(Consignment),詳情計數,詳情計數
22,V,103001,TTWK000518618,43,10225946443_101418110396,60,10225946443,TTWK000518618,GINTWK0002204150474,Counting,10225946443_101418110396,立得清 酒精擦35抽×3入 現貨 蝦皮直送:35抽×3入,0,正常,0,NO,sp99007@shopee.com,2022-04-16 8:14:46,775090,TW_衛麗生實業股份有限公司(Consignment),詳情計數,
23,V,103001,TTWK000518613,88,15818645988_114461585633,10,15818645988,TTWK000518613,GINTWK0002204150095,Counted,15818645988_114461585633,去味大師x植感茶香氛 茶韻擴香超值體驗組 (1正3補2香氛袋) 茉莉白茶 麝香綠茶 玫瑰烏龍 蝦皮直送 現貨:麝香綠茶,10,正常,10,NO,sp2311@shopee.com,2022-04-16 8:14:40,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢
