,是否印標,印標人員,Tracking ID,尾碼,SKU ID,5,6,7,8,9,10,11,12,13,14,15,16,DATE,18,19,20,21
2,V,42525,TTWK000543270,32,14611360532_28141646714,12,14611360532,TTWK000543270,GINTWK0002205230024,Counted,14611360532_28141646714,《植物性高蛋白 | THE VEGAN 樂維根》 純素植物性高蛋白 無乳糖 大豆分離蛋白 大豆蛋白 代餐奶昔 蝦皮直送:燕麥奶1公斤,12,正常,12,NO,sp1409@shopee.com,2022-05-23 9:29:09,774040,TW_果果堅果企業社(Consignment),詳情質檢,
3,V,42525,TTWK000560452,50,10425959550_27549700493,20,10425959550,TTWK000560452,GINTWK0002205230048,Counting,10425959550_27549700493,果果堅果 乳清蛋白 500克/1公斤裝 不含湯匙(新舊包裝隨機出貨) 健身補給 運動 能量補充 乳清 蝦皮直送:焦糖瑪奇朵/1公斤,20,正常,0,NO,sp0880@shopee.com,2022-05-23 9:28:33,774040,TW_果果堅果企業社(Consignment),詳情計數,詳情計數
4,V,42525,TTWK000560450,50,10425959550_27549700497,20,10425959550,TTWK000560450,GINTWK0002205230046,Counting,10425959550_27549700497,果果堅果 乳清蛋白 500克/1公斤裝 不含湯匙(新舊包裝隨機出貨) 健身補給 運動 能量補充 乳清 蝦皮直送:冬瓜鮮奶/1公斤,20,正常,0,NO,sp2907@shopee.com,2022-05-23 9:27:59,774040,TW_果果堅果企業社(Consignment),詳情計數,詳情計數
5,V,42525,TTWK000560438,99,14213167599_116599723533,38,14213167599,TTWK000560438,GINTWK0002205230038,Counting,14213167599_116599723533,果果堅果 蛋白脆米棒 健身補給 運動 能量補充 乳清 蝦皮直送:極真抹茶/單支,38,正常,0,NO,sp3342@shopee.com,2022-05-23 9:27:48,774040,TW_果果堅果企業社(Consignment),詳情計數,詳情計數
6,V,42525,TTWK000543265,99,14213167599_116599723533,12,14213167599,TTWK000543265,GINTWK0002205230038,Counted,14213167599_116599723533,果果堅果 蛋白脆米棒 健身補給 運動 能量補充 乳清 蝦皮直送:極真抹茶/單支,12,正常,12,NO,sp3342@shopee.com,2022-05-23 9:27:22,774040,TW_果果堅果企業社(Consignment),詳情質檢,詳情質檢
7,V,42525,TTWK000560448,50,10425959550_162602445799,28,10425959550,TTWK000560448,GINTWK0002205230017,Counted,10425959550_162602445799,果果堅果 乳清蛋白 500克/1公斤裝 不含湯匙(新舊包裝隨機出貨) 健身補給 運動 能量補充 乳清 蝦皮直送:白蘭地巧克力/500克,28,正常,28,NO,sp99068@shopee.com,2022-05-23 9:27:08,774040,TW_果果堅果企業社(Consignment),詳情質檢,詳情質檢
8,V,42525,TTWK000560449,32,14611360532_104942027968,20,14611360532,TTWK000560449,GINTWK0002205230029,Counted,14611360532_104942027968,《植物性高蛋白 | THE VEGAN 樂維根》 純素植物性高蛋白 無乳糖 大豆分離蛋白 大豆蛋白 代餐奶昔 蝦皮直送:無糖豆漿1公斤,20,正常,20,NO,sp1344@shopee.com,2022-05-23 9:26:56,774040,TW_果果堅果企業社(Consignment),詳情質檢,詳情質檢
9,V,42525,TTWK000543260,50,10425959550_162602445798,8,10425959550,TTWK000543260,GINTWK0002205230031,Counting,10425959550_162602445798,果果堅果 乳清蛋白 500克/1公斤裝 不含湯匙(新舊包裝隨機出貨) 健身補給 運動 能量補充 乳清 蝦皮直送:鴛鴦奶茶/1KG,8,正常,0,NO,sp2688@shopee.com,2022-05-23 9:26:09,774040,TW_果果堅果企業社(Consignment),詳情計數,詳情計數
10,V,42525,TTWK000560428,53,10725893253_36923011477,9,10725893253,TTWK000560428,GINTWK0002205230006,Counted,10725893253_36923011477,韓國清淨園 (韓式燉雞醬/燒肉醬/部隊鍋醬/海鮮豆腐鍋醬/大醬湯醬) 韓式料理 蝦皮直送 現貨:韓式燉雞醬 180g,9,正常,9,NO,sp2907@shopee.com,2022-05-23 9:25:34,706871,TW_敬永食品有限公司(Consignment),詳情質檢,詳情質檢
11,V,42525,TTWK000560445,32,14611360532_104942027969,10,14611360532,TTWK000560445,GINTWK0002205230023,Counted,14611360532_104942027969,《植物性高蛋白 | THE VEGAN 樂維根》 純素植物性高蛋白 無乳糖 大豆分離蛋白 大豆蛋白 代餐奶昔 蝦皮直送:無糖芝麻1公斤,10,正常,10,NO,sp1409@shopee.com,2022-05-23 9:25:25,774040,TW_果果堅果企業社(Consignment),詳情質檢,詳情質檢
