,是否印標,印標人員,Tracking ID,尾碼,SKU ID,5,6,7,8,9,10,11,12,13,14,15,16,DATE,18,19,20,21
2,V,42525,TTWK000518988,33,11925980333_66923822529,50,11925980333,TTWK000518988,GINTWK0002204190522,Counting,11925980333_66923822529,毛孩王 凝結式貓砂 粗砂/細砂 5KG 六款可選 新舊包裝混合出貨 貓咪 寵物 蝦皮超市 現貨 蝦皮直送:細砂 寶寶香,50,正常,0,NO,sp1344@shopee.com,2022-04-20 8:21:02,788001,TW_新威百貨網路(Consignment),詳情計數,
3,V,42525,TTWK000518987,33,11925980333_66923822526,50,11925980333,TTWK000518987,GINTWK0002204190500,Counting,11925980333_66923822526,毛孩王 凝結式貓砂 粗砂/細砂 5KG 六款可選 新舊包裝混合出貨 貓咪 寵物 蝦皮超市 現貨 蝦皮直送:粗砂 海洋玫瑰,50,正常,0,NO,sp2907@shopee.com,2022-04-20 8:20:45,788001,TW_新威百貨網路(Consignment),詳情計數,詳情計數
4,V,42525,TTWK000518986,83,17935433783_124943958514,3,17935433783,TTWK000518986,GINTWK0002204190267,Counted,17935433783_124943958514,皂福 無香精洗潔精補充包 800g x12包 箱購 純植物油 現貨 蝦皮直送:洗潔精補充包 800g*12包 箱購,3,正常,3,NO,sp2907@shopee.com,2022-04-20 8:17:05,1345983,TW_大丹宜化工股份有限公司(Consignment),詳情質檢,詳情質檢
5,V,42525,TTWK000518985,63,16235433763_134943950926,10,16235433763,TTWK000518985,GINTWK0002204190268,Counted,16235433763_134943950926,輕時代 超濃縮省水晶亮洗衣紙片 24片/盒~10盒/箱 共240片 現貨 蝦皮直送:超濃縮省水晶亮洗衣紙片(10盒/箱),10,正常,10,NO,sp2907@shopee.com,2022-04-20 8:16:06,1345983,TW_大丹宜化工股份有限公司(Consignment),詳情質檢,詳情質檢
6,V,42525,TTWK000518984,43,17025218843_124722546826,2,17025218843,TTWK000518984,GINTWK0002204190265,Counted,17025218843_124722546826,Panasonic國際牌 烤箱 NB-H3801 現貨 蝦皮直送:黑色,2,正常,2,NO,sp1344@shopee.com,2022-04-20 8:15:32,2469019,TW_台灣松下銷售股份有限公司(Outright),詳情質檢,詳情質檢
7,V,42525,TTWK000518983,37,14168465637_97290512217,10,14168465637,TTWK000518983,GINTWK0002204190266,Counted,14168465637_97290512217,皂福 天然肥皂精補充包 1500g x8包 橘油/酵素任選 箱購 洗衣精 現貨 蝦皮直送:橘油 (1500g*8包/箱),10,正常,10,NO,sp2907@shopee.com,2022-04-20 8:14:21,1345983,TW_大丹宜化工股份有限公司(Consignment),詳情質檢,詳情質檢
8,V,42525,TTWK000518982,59,17725215759_134722480534,1,17725215759,TTWK000518982,GINTWK0002204190264,Counted,17725215759_134722480534,Panasonic國際牌 燒烤微波爐 NN-GT25JB 現貨 蝦皮直送:黑色,1,正常,1,NO,sp1344@shopee.com,2022-04-20 8:13:37,2469019,TW_台灣松下銷售股份有限公司(Outright),詳情質檢,詳情質檢
9,V,42525,TTWK000518981,37,14168465637_97290512218,20,14168465637,TTWK000518981,GINTWK0002204190263,Counted,14168465637_97290512218,皂福 天然肥皂精補充包 1500g x8包 橘油/酵素任選 箱購 洗衣精 現貨 蝦皮直送:酵素 (1500g*8包/箱),20,正常,20,NO,sp2907@shopee.com,2022-04-20 8:10:52,1345983,TW_大丹宜化工股份有限公司(Consignment),詳情質檢,詳情質檢
10,V,42525,TTWK000518980,88,15269391588_153470569070,25,15269391588,TTWK000518980,GINTWK0002204190176,Counted,15269391588_153470569070,皂福 天然洗衣皂精補充包2000gX6包 天然/無香精 兩款任選 現貨 蝦皮直送:無香精天然洗衣皂精 2000gx6包,25,正常,25,NO,sp1344@shopee.com,2022-04-20 8:10:16,1345983,TW_大丹宜化工股份有限公司(Consignment),詳情質檢,詳情質檢
11,V,42525,TTWK000518979,88,15269391588_153470569069,20,15269391588,TTWK000518979,GINTWK0002204190214,Counted,15269391588_153470569069,皂福 天然洗衣皂精補充包2000gX6包 天然/無香精 兩款任選 現貨 蝦皮直送:天然洗衣皂精 2000gx6包,20,正常,20,NO,sp2907@shopee.com,2022-04-20 8:08:59,1345983,TW_大丹宜化工股份有限公司(Consignment),詳情質檢,詳情質檢
